time,open,high,low,close,Volume,Volume MA
2017-10-25,5518.49,5748,5366,5735.88,12349.1067022,12999.016892889054
2017-10-26,5741.35,5988,5683,5890,11788.30258919,13169.566939865555
2017-10-27,5889.99,5994.06,5674.06,5771.89,11911.04199625,13532.798758619556
2017-10-28,5773.03,5875.66,5646.18,5730.69,5926.29737158,13324.920284735053
2017-10-29,5731.7,6316.85,5683,6137.37,16086.62569466,13483.068238629552
2017-10-30,6133.01,6229.77,6024.03,6119.99,9574.64365313,13378.499173165552
2017-10-31,6120,6449.78,6072.81,6434.21,13423.30855051,13556.319819603552
2017-11-01,6434.24,6756.36,6340.01,6741.59,12967.22211638,13208.869524425052
2017-11-02,6745.04,7354.1,6700,7030,26514.65119452,13143.233069883052
2017-11-03,7030,7500,6925.22,7146.82,15999.78379684,13522.675448185051
2017-11-04,7145.24,7569.9,6994,7388.83,9200.11461844,13405.533887423551
2017-11-05,7388.79,7590,7275.16,7372.72,9218.32689776,13413.11024508505
2017-11-06,7373.3,7421.39,6922.07,6967.68,19323.12875746,13924.00258900455
2017-11-07,6967.64,7244.69,6945,7130.28,11634.26529651,13557.68443251955
2017-11-08,7131.38,7888,7080.01,7450.32,24679.7205496,14295.678549152552
2017-11-09,7465.06,7490,7061.2,7148,14799.26577204,14280.188655204052
2017-11-10,7150.61,7343.18,6429.44,6588.18,26614.27605231,14843.031271134052
2017-11-11,6588.18,6820,6218,6355.13,14942.70255533,14978.540232405052
2017-11-12,6355.13,6488.88,5555.55,5870.37,37315.1566398,16077.73322719105
2017-11-13,5870.03,6775.75,5846,6525.17,27201.04210834,16573.449145642553
2017-11-14,6524.69,6750,6466.88,6609,12072.05308804,16559.596464934548
2017-11-15,6609,7350,6609,7294,16869.89791295,16813.67623112255
2017-11-16,7294,7976.79,7120.85,7846.96,19272.37147666,17181.74270514305
2017-11-17,7846.96,7997,7528.5,7674.99,17714.36787452,17771.146230290055
2017-11-18,7675,7858,7431.54,7771.03,7326.81014016,17333.15545256505
2017-11-19,7775.55,8087.35,7675,8016.58,8307.77750857,17269.81214533705
2017-11-20,8016.58,8269.99,7900,8226.17,8179.45772727,17007.619604175055
2017-11-21,8226.14,8354.46,7770,8095.23,13686.5112387,17043.584060291054
2017-11-22,8095.19,8310.89,8045.76,8214.69,8078.58080138,16121.780540634054
2017-11-23,8214.69,8279.76,7980,7989,7811.79339997,15712.381020790554
2017-11-24,7988.96,8340,7876,8199.19,9289.98925704,15716.874752720556
2017-11-25,8199.83,8737,8114.78,8717.99,11611.66637888,15836.541726776555
2017-11-26,8718,9366.6,8538.2,9271.06,12021.21548696,15471.446063251558
2017-11-27,9278.99,9721.7,9267,9708.07,13272.45254013,15553.355425432557
2017-11-28,9708.06,9968,9582.25,9868.82,11214.92993115,14880.115894510056
2017-11-29,9877.63,11395,9250,9824.68,33432.33996208,15811.769604012055
2017-11-30,9833.7,10618.29,9000,9947.67,25433.45836367,15752.728719580055
2017-12-01,9927.29,10949.89,9370.11,10840.45,16708.03224846,15840.995204236553
2017-12-02,10840.45,11200,10637.69,10872,9267.16105468,14438.595424980555
2017-12-03,10875.68,11800.01,10513.16,11250,14238.525877,13790.469613413554
2017-12-04,11250,11613.07,10850,11613.07,13621.48197282,13867.941057652555
2017-12-05,11613.07,11850,11384.25,11677,11875.03377686,13618.197850848057
2017-12-06,11676.99,13700,11659.8,13623.5,19784.87348713,13643.822951371558
2017-12-07,13623,16615.62,13085.9,16599.99,25496.64158338,14032.936636814557
2017-12-08,16599.99,16666.66,13482.42,15800,25473.25771626,14940.259015619555
2017-12-09,15799.87,15998.5,12701.05,14607.49,16587.47292694,15354.243786538054
2017-12-10,14601.01,15385,13011,14691,18487.98304099,15869.670052224054
2017-12-11,14690.99,17270,14677.19,16470,16583.72315538,16014.530648058053
2017-12-12,16470,17428.42,15967.29,16650.01,13517.89210328,16286.496213153054
2017-12-13,16650.01,17107.03,15497.69,16250,17136.7058582,16752.741836064553
2017-12-14,16245.02,16830.45,15852.69,16404.99,13409.52428786,16958.718587605552
2017-12-15,16404.99,17934,16337.19,17471.5,18998.38813709,17328.054675516054
2017-12-16,17477.98,19377,17269.99,19187.78,9761.22080853,17215.054941594553
2017-12-17,19187.78,19666,18465,18953,9749.24915462,17038.894772319054
2017-12-18,18953,19220,17835.2,18940.57,14678.94144797,17212.09534816005
2017-12-19,18940.58,19160.79,16831.26,17700,21528.13766503,16616.885233307556
2017-12-20,17700,17950,15343.04,16466.98,31172.2288067,16903.823755459052
2017-12-21,16466.98,17281.17,15005,15600.01,20377.86043859,17087.315164965556
2017-12-22,15600,15795.61,11159.93,14009.79,57444.88580326,19496.201402394556
2017-12-23,13980,15756.22,13496.48,14619,21786.3086642,19873.590541754555
2017-12-24,14619,14619.1,12488,14157.87,18518.58537627,20118.445711927056
2017-12-25,14107.87,14650,13210,13911.28,11564.54433309,20102.921239738556
2017-12-26,13925.5,16147.87,13746.95,15764.44,15051.16401761,19866.235766262558
2017-12-27,15764.45,16480.52,14484,15364.93,15643.75488215,19373.591431201057
2017-12-28,15390.05,15474.19,13500,14470.07,16557.21732271,18927.78941152356
2017-12-29,14436.99,15111,13998,14340,13505.70299216,18773.70091478456
2017-12-30,14351,14463.28,12050,12640,21749.67444609,18936.78548503956
2017-12-31,12640,14296.06,12491.21,13880,11583.41864698,18686.77025961956
2018-01-01,13880,13941.75,12801.38,13443.41,7688.0306846,18395.27718868556
2018-01-02,13394.2,15257.53,12910.58,14678.94,16299.66930279,18353.425360915062
2018-01-03,14670.96,15500,14546.28,15155.62,12275.00119668,18296.69920635606
2018-01-04,15155.62,15430.27,14192.37,15143.67,14994.33199232,18096.49639911756
2018-01-05,15143.67,17200,14810,16928,16234.81596449,18420.17615691556
2018-01-06,16927.99,17234.99,16220,17149.67,9493.78479447,18407.40293890806
2018-01-07,17142.43,17149.97,15707.16,16124.02,8632.81384337,18105.096558678062
2018-01-08,16173.98,16300,13900,14999.99,16676.34994239,17862.507172546062
2018-01-09,14999.99,15367.18,14123.97,14403.51,13913.52469368,16999.571966895062
2018-01-10,14403.51,14900,13412,14890.02,18479.01253046,16904.629571488564
2018-01-11,14899.99,14973.07,12800,13243.83,19620.61821758,15013.416192204564
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481363,14595.75499967606
2018-01-13,13829.28,14619.1,13789.42,14197.78,7488.98701847,14044.275081786061
2018-01-14,14197.78,14365.81,13072.22,13647.99,7588.63558972,13845.47964461756
2018-01-15,13647.99,14394.36,13429.25,13607.04,9444.63530824,13565.15320914906
2018-01-16,13581.66,13607.04,10162,11386.34,38789.88308789,14722.45961943606
2018-01-17,11393.97,11794.07,9222,11191.35,41356.1897379,15962.408240195558
2018-01-18,11199,12146,10693,11247.57,22195.02020695,16396.87410093506
2018-01-19,11290.9,12050.39,11025.18,11552,13202.46140127,15969.51344869406
2018-01-20,11560.82,13052.12,11515.94,12775.99,10324.05733414,15906.54538305206
2018-01-21,12782.99,12791.88,11100,11558.87,11592.83249238,16101.78547344106
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.52107893,16140.178062248058
2018-01-23,10810,11409.87,9927.54,10851.82,17250.17614645,16388.93680973656
2018-01-24,10848.99,11500,10488.13,11400.96,11646.23172737,16221.531796489056
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183381,15920.437089955056
2018-01-26,11140.01,11635,10263.32,11092.95,15074.1813819,16199.456919326554
2018-01-27,11093.74,11630.47,10815.84,11446.54,10306.4074395,16283.136599133053
2018-01-28,11446.54,11989.15,11360.52,11685.58,9955.62576621,15947.100390324054
2018-01-29,11685.58,11820.01,10991,11162.62,9996.35689848,15751.242000564054
2018-01-30,11162.62,11222.36,9731.2,9971,21082.19252764,15881.401000423055
2018-01-31,9971,10324,9514.96,10149,12743.50947059,15537.545563073552
2018-02-01,10148.99,10187.56,8455,8998.99,26356.58883931,16183.720764357553
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01982931,18029.572404899554
2018-02-03,8838.29,9491.2,8170.71,9225.86,16208.37411342,18460.559331084554
2018-02-04,9225.31,9350.09,7825,8191,19110.58974135,18943.85705274005
2018-02-05,8190.78,8335.56,6600,6874.27,46544.42880431,19331.584338561053
2018-02-06,6878.65,8150,5920.72,7737.37,70961.36965826,20811.843334579054
2018-02-07,7737.26,8649,7213.8,7588.01,32640.89253754,21334.136951108554
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118112,21811.333440101054
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709042,22216.036427915053
2018-02-10,8693.98,9090.8,8170.86,8560,14670.55870203,22369.922738397552
2018-02-11,8560,8560,7820,8067,12711.7858457,22152.13597673605
2018-02-12,8077.25,8995,8067,8899,15055.78159303,22042.416249065056
2018-02-13,8891.2,8951.89,8360.13,8522.99,11344.34062831,22027.321694112055
2018-02-14,8504.57,9515,8504.57,9490.98,17468.73886593,22390.112545718053
2018-02-15,9490.98,10234,9350,10018,21020.78134698,22687.442543972058
2018-02-16,10011.3,10300,9707.51,10196,11857.64277513,22765.004310753557
2018-02-17,10203.14,11135.83,10053.5,11101,14511.16558676,22992.781301781055
2018-02-18,11101,11300,10153.15,10421.06,17623.07943135,23374.117428424557
2018-02-19,10433.68,11262.48,10307.51,11173,11698.25622611,22904.920613348055
2018-02-20,11159.12,11780,11080.37,11233.41,15880.9090398,23061.790591808556
2018-02-21,11233.42,11275.74,10256,10449.4,19959.67715652,22741.94500766906
2018-02-22,10446.79,10935,9731.2,9843.34,20042.94723459,21523.79137793306
2018-02-23,9833.25,10405.3,9600,10166.1,16031.82441983,21514.963893253556
2018-02-24,10135.2,10540.63,9373.48,9689.99,13972.71472351,21258.07014236156
2018-02-25,9688.26,9883.41,9260,9590.04,11037.17695269,19482.70754978056
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80505618,16742.47931967656
2018-02-27,10329.99,10850,10150,10566.3,10408.47993775,15630.858689687058
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74905816,15018.076583539058
2018-03-01,10314.99,11090,10223.41,10903.13,9481.66514611,14571.253986323558
2018-03-02,10917.37,11175,10774.01,11029.99,8329.09790086,14254.18094626506
2018-03-03,11032.81,11503.24,11022.85,11445,7786.26753951,14007.905030955557
2018-03-04,11445,11511,11054.91,11463.27,6830.56713856,13596.644308232057
2018-03-05,11479.68,11688,11383.66,11419.24,9933.67623336,13526.111088484558
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949313,13389.395119844557
2018-03-07,10723.01,10911.78,9450,9913.03,26116.51184803,13644.181644897059
2018-03-08,9904.52,10150,9078.95,9285.32,22522.42746991,14177.420879636058
2018-03-09,9293.06,9420.39,8366,9230,29014.16684454,14902.570942525059
2018-03-10,9228.83,9514.96,8697,8791.47,12886.58857926,14665.74639992056
2018-03-11,8795.04,9768.37,8450,9535.04,16407.54237557,14901.210707393559
2018-03-12,9535.04,9892,8742.07,9120.75,18751.02057959,15044.71628438306
2018-03-13,9115.24,9482.79,8830,9142.32,16001.47534639,14846.806193876557
2018-03-14,9152.07,9356.14,7948,8196.69,21191.0231358,14904.209988937055
2018-03-15,8195.99,8425,7682,8265.05,18387.609985,15021.999267195555
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62433531,15148.294747785554
2018-03-17,8258.54,8356.4,7730.23,7860.83,12048.6688914,15198.869344721053
2018-03-18,7860.83,8324.92,7325.37,8188.24,19547.36114711,15368.397149267554
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08835883,15817.777570321556
2018-03-20,8596.79,9051,8313.01,8904.02,13454.8222604,15965.981230433556
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713332,16096.947829794057
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392229,16309.874630865557
2018-03-23,8708.52,8920.79,8265,8920.79,13749.78486097,16608.05049693856
2018-03-24,8917.99,9020,8505,8547,9731.98236841,16753.121258431056
2018-03-25,8541.96,8680,8368.63,8453.9,9155.91214778,16714.233054152057
2018-03-26,8451.12,8500,7831.15,8149.66,17693.4153393,16862.182846460557
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028422,16175.619768270053
2018-03-28,7791.69,8104.98,7723.03,7932.41,8437.64467971,15471.380628760051
2018-03-29,7932.41,7968,6914.53,7088.38,22138.11413228,15127.577993147052
2018-03-30,7086.14,7302.35,6550,6850,29101.44802706,15938.320965537054
2018-03-31,6839.63,7231.73,6794.26,6928.62,11579.59705718,15696.923699617555
2018-04-01,6926.5,7045.71,6427.16,6813.52,18046.94087395,15661.719714335555
2018-04-02,6816.31,7106.5,6759.96,7052.76,13624.16035566,15542.853964799058
2018-04-03,7052.75,7506.84,7001.28,7416.27,16089.54162903,15287.77988946056
2018-04-04,7415.53,7430,6710.38,6799.95,15779.20246661,15157.359513541061
2018-04-05,6799.37,6928.7,6578.95,6771.69,11894.53597807,14927.15509567906
2018-04-06,6771.3,6850,6510,6618.33,8478.41806897,14748.642554557562
2018-04-07,6627.7,7069.13,6600.99,6904.9,7683.0416526,14155.426579832061
2018-04-08,6904.21,7104.52,6894.8,7027.26,4352.69794202,13403.257058991561
2018-04-09,7027.26,7175.83,6611.49,6780.1,10103.91621615,13235.711756779061
2018-04-10,6782.39,6900,6653.21,6835.67,6480.19276418,12954.671538322062
2018-04-11,6824.75,6984.92,6809.26,6940.94,5825.41064556,12616.560374485563
2018-04-12,6940.94,8069.34,6758.45,7923.78,19033.3803344,12880.740148157063
2018-04-13,7923.78,8239.33,7753.32,7896.92,19605.94275077,13374.438167275064
2018-04-14,7885.9,8232.14,7835,8000.41,8935.53071477,13363.419095624564
2018-04-15,8003.39,8417,8001.23,8354.22,7542.84081564,12855.890369441564
2018-04-16,8353.43,8424.99,7905,8048.15,10866.60295749,12779.958003105063
2018-04-17,8054.68,8160.85,7806.81,7890.87,9277.15121538,12821.933329888563
2018-04-18,7890.87,8235,7870.35,8172.84,9227.20459808,12176.387853178563
2018-04-19,8172.83,8297.99,8074.44,8271.31,9436.84632763,11193.157768207062
2018-04-20,8273,8934,8216.9,8861,16059.62267134,11417.159048915062
2018-04-21,8865.78,9023.4,8608,8920.71,15336.30792743,11281.627401589063
2018-04-22,8924.93,9036.52,8760,8789.96,9346.45175925,11067.741971768563
2018-04-23,8781.7,9006.39,8771.22,8946.95,10286.1177149,10777.570776062063
2018-04-24,8942,9737.16,8930,9648,20460.50898304,11011.636101883563
2018-04-25,9648.36,9755.53,8751,8864.99,33035.90404482,12068.704505221063
2018-04-26,8855.07,9326.79,8647.29,9274.48,20042.96970211,12646.932086878063
2018-04-27,9277.32,9387.82,8901.09,8921.43,11375.51437547,12831.555723021564
2018-04-28,8916.54,9442.34,8854.47,9345.11,15558.40230193,13391.840941017063
2018-04-29,9352.97,9538.75,9180,9393.99,10940.71803063,13433.681031741062
2018-04-30,9396.32,9443.96,9111,9242.17,8085.68829456,13513.955808260062
2018-05-01,9243.51,9249.99,8815.91,9066.9,12138.2639605,13829.598474007062
2018-05-02,9066.9,9259.16,8975.23,9222,10575.17497792,13406.688206183064
2018-05-03,9220,9799.99,9165.19,9732.43,11670.79957863,13009.931047576063
2018-05-04,9737,9784.73,9527.38,9696.57,7326.05207111,12929.457115393063
2018-05-05,9689,9948.98,9670.68,9823.28,7403.10502352,12922.470325787064
2018-05-06,9827.04,9918.41,9375,9623.54,8155.5768566,12786.919020742565
2018-05-07,9621.99,9634.5,9175,9359.52,13616.3485933,13003.878889638565
2018-05-08,9356.79,9450,9015,9167.69,11418.31053651,13113.434186560067
2018-05-09,9181.52,9368.79,8974.62,9308.49,11368.83432539,13210.033586448068
2018-05-10,9308.49,9393,8987.74,9020.99,11764.9775057,12995.301328166066
2018-05-11,9007.19,9018.38,8351,8411.42,20383.92660992,13247.682262290566
2018-05-12,8408.79,8652.8,8208.81,8481.6,15464.92940302,13553.606144479065
2018-05-13,8481.72,8775.9,8335.56,8696.58,9835.22450915,13531.061484191567
2018-05-14,8696.54,8900.9,8286.57,8674.36,18851.34139363,13450.603104721067
2018-05-15,8674.53,8865,8400,8474.99,12391.83198691,12418.399501825568
2018-05-16,8481.99,8505.33,8100.01,8346.59,12705.12321984,12051.507177712067
2018-05-17,8337.77,8500,7980,8067.03,8259.12452442,11895.687685159568
2018-05-18,8058.16,8275.1,7929.53,8248.87,7181.20388348,11476.827764237067
2018-05-19,8248.99,8395,8141.08,8231.2,3784.07576637,11118.995651024066
2018-05-20,8225.55,8590,8170.71,8518.48,5314.99889979,10980.461181285566
2018-05-21,8518.64,8589.1,8320,8391.76,6126.97105348,10679.896535934566
2018-05-22,8403.23,8417.65,7951.41,7984.08,9101.06078693,10606.190826385067
2018-05-23,7983.98,8032.01,7435.49,7502.89,17635.90129337,10904.445912122068
2018-05-24,7509.99,7733.99,7267.24,7586.88,11646.55392876,11120.471005004567
2018-05-25,7579.3,7661.07,7328.13,7471.18,10088.84331121,11254.757919389067
2018-05-26,7459.21,7622.87,7276.04,7335.99,4043.38434838,11049.148293978065
2018-05-27,7335.99,7412.57,7213.09,7347.39,3144.45110906,10525.553419766065
2018-05-28,7348.64,7445,7084.99,7112.5,6581.84412905,10283.730099393066
2018-05-29,7112.2,7537,7026.9,7469.45,11049.92099287,10267.784432767066
2018-05-30,7469.45,7559,7273.89,7375.73,8940.4540053,10126.558257747067
2018-05-31,7375.64,7601.23,7330.22,7492.28,7339.00726931,9474.312290716569
2018-06-01,7492.28,7620.01,7348.45,7511.6,6762.6275727,9039.197199200567
2018-06-02,7511.72,7700,7438.92,7642,4012.16875521,8748.044411503568
2018-06-03,7642,7790.69,7581.03,7703.67,4729.21008365,8041.937846004568
2018-06-04,7712.97,7764.44,7449.68,7488.26,6990.5513527,7771.873814294068
2018-06-05,7494.99,7685,7360,7617.98,9968.4044542,7635.037876012068
2018-06-06,7617.98,7695.46,7482.61,7658.57,7058.05577232,7574.9844384070675
2018-06-07,7658.99,7750,7618.99,7689.28,7545.00925066,7593.174706766067
2018-06-08,7676.41,7697,7542,7618.11,4676.55832777,7637.798834836069
2018-06-09,7618.11,7686.45,7468.31,7492.7,2713.78104511,7507.737942102069
2018-06-10,7498,7498,6627.7,6781.17,14392.69540615,7921.024159735569
2018-06-11,6781.17,6919.97,6634.86,6880.61,11409.52423218,8036.44733199807
2018-06-12,6880.76,6880.76,6461.42,6557.67,8821.22339482,7595.71343707057
2018-06-13,6557.66,6624.45,6120,6307.4,19190.50457858,7972.91096956157
2018-06-14,6308.49,6708.1,6270.69,6646.1,14185.83821156,8177.760714579071
2018-06-15,6638.8,6666.66,6370,6390.6,7132.20678871,8332.20183659557
2018-06-16,6390.6,6557.81,6333.63,6487.92,3553.69294868,8352.66392857657
2018-06-17,6487.92,6575.35,6429.23,6453.41,2828.75680848,8165.00956254807
2018-06-18,6451.03,6793,6381.25,6707.5,5940.1743975,7909.522232779569
2018-06-19,6711.3,6841.81,6660.21,6736.52,5443.67979628,7734.683522328569
2018-06-20,6728.44,6809.26,6558.95,6756.58,5193.76884592,7627.421601159067
2018-06-21,6756.6,6792.2,6677.85,6718.33,4837.32442832,7531.156443940066
2018-06-22,6718.33,6737.97,5940,6050.45,18544.14405465,8257.755208912067
2018-06-23,6055.17,6261,6048.54,6177.38,4585.87147205,8250.588278332067
2018-06-24,6169.91,6255.05,5780,6153.4,11423.59392896,8472.24040714507
2018-06-25,6153.6,6365.34,6075.01,6253.61,9689.11915461,8458.276142165569
2018-06-26,6252.28,6277,6025.68,6068,7751.62208792,8492.954457945569
2018-06-27,6073.99,6181.11,5985,6135.64,7446.86155074,8488.047072949568
2018-06-28,6135.64,6165.49,5818.14,5848.33,8872.36346675,8697.837329898568
2018-06-29,5845.2,6299,5774.72,6204.24,12067.37316767,9165.516936026568
2018-06-30,6204.01,6510,6190.28,6385.71,6915.08887702,8791.636609570069
2018-07-01,6385.75,6438.55,6259.34,6349.99,4158.34359968,8429.077577945067
2018-07-02,6345.48,6667.57,6270.69,6612.98,8799.80247408,8428.006531908068
2018-07-03,6605.46,6666,6464.39,6507.99,5921.44484612,7764.553545285067
2018-07-04,6507.99,6792.28,6413.2,6584.25,6706.7340062,7390.598335017066
2018-07-05,6575.62,6700,6445.31,6533.69,7688.94310845,7418.435151004067
2018-07-06,6533.69,6636.15,6449.76,6596.53,5457.67218749,7513.634112944567
2018-07-07,6604.74,6820,6510,6759.99,4842.79587112,7614.336066076568
2018-07-08,6755.46,6783.54,6674.6,6706.6,5145.56658842,7574.605675622569
2018-07-09,6706.6,6814.72,6620,6666.75,7165.21723333,7660.68254747507
2018-07-10,6666.75,6683.9,6270.84,6299.46,9163.01977492,7859.145093925069
2018-07-11,6304.45,6400,6285,6380,6370.13680136,7935.78571257707
2018-07-12,6379.13,6380,6072,6243.88,7792.46685782,7398.2018527355685
2018-07-13,6243.53,6337.25,6121.01,6215.59,5901.29571452,7463.9730648590685
2018-07-14,6208.78,6317.84,6180,6243.98,2584.7339623,7022.030066526068
2018-07-15,6245.99,6397.21,6227.76,6349.3,3556.29310719,6715.388764155068
2018-07-16,6353.25,6755,6333.63,6721.04,9398.43765537,6797.729542527569
2018-07-17,6721.21,7468.31,6657.95,7310.71,12703.29651293,7060.551290637069
2018-07-18,7310.71,7599.98,7239.15,7374.88,13347.87637571,7284.32693608507
2018-07-19,7384.92,7570.9,7278.84,7471.42,8803.25309749,7121.120932576069
2018-07-20,7474.35,7696.88,7265,7330.84,9379.17143244,7244.325060347069
2018-07-21,7330.84,7458,7212,7409.92,4049.81022253,7238.89839148957
2018-07-22,7398.16,7581.03,7336.15,7396.6,5107.9788128,7054.307208425569
2018-07-23,7393.5,7800,7369.86,7719.62,12572.45317131,7386.857624685069
2018-07-24,7712.46,8496.96,7691.14,8403.83,18707.41156484,7986.89150261707
2018-07-25,8394.48,8475,8049.22,8174.06,10348.06857767,8119.847776078069
2018-07-26,8174.06,8314.23,7855.97,7926,8091.87166049,8251.557749728068
2018-07-27,7926,8274.98,7798.48,8183.05,8701.76587806,8444.506250075068
2018-07-28,8177.72,8259,8051.43,8237.74,2765.6804906,8325.511945184067
2018-07-29,8231.07,8299.99,8109.74,8216.74,3980.2794076,8166.265053897567
2018-07-30,8216.74,8295,7853.01,8160.21,11785.89207823,8297.408669063068
2018-07-31,8162.28,8162.37,7633.67,7725.43,11994.08614156,8578.606136073067
2018-08-01,7726.85,7761.56,7440,7602.01,11406.76843741,8759.321215052569
2018-08-02,7600.22,7709.98,7455,7536.37,5262.23613199,8727.368235926067
2018-08-03,7535,7542.92,7286.41,7416.98,9585.77930917,9077.420503269568
2018-08-04,7416.98,7494.48,6926,7009.99,6831.75139028,9241.193417424069
2018-08-05,7009.94,7086.8,6888.88,7032.61,6039.1351446,9073.228291885567
2018-08-06,7028.89,7157.93,6835.06,6936.11,7317.64296455,8803.94561446657
2018-08-07,6932.18,7155,6671,6717.68,10039.39296375,8638.521443868569
2018-08-08,6717.67,6717.68,6121,6283.59,14668.56100283,8931.786839135568
2018-08-09,6283.89,6627,6190.01,6543.76,9484.88670496,8937.072602761567
2018-08-10,6544.98,6584.05,5995.75,6139.99,14096.00988894,9439.382586082067
2018-08-11,6139.99,6494.13,6000,6239.98,6818.37504816,9524.902397850066
2018-08-12,6240.49,6493.77,6163.44,6310.82,7169.89323056,9254.774400812568
2018-08-13,6311.99,6544.37,6142.2,6252.63,8896.68083746,8764.237864443568
2018-08-14,6252.63,6254.02,5880,6193.62,14235.27018218,8958.597944669067
2018-08-15,6194.3,6628.5,6186.02,6272.3,12501.11334781,9179.060029035067
2018-08-16,6273.34,6477.57,6208.37,6313.51,7099.2611636,9098.934793312068
2018-08-17,6314.08,6584.49,6290.64,6580.15,6635.58158998,9292.429848281066
2018-08-18,6578.13,6615,6303,6399.28,3496.80232127,9268.255993964567
2018-08-19,6397.37,6545,6312,6481.99,3138.71131829,8835.896955967566
2018-08-20,6481.63,6522.99,6223.9,6260.82,6254.82080784,8548.933689281566
2018-08-21,6260.83,6513.28,6246.05,6479.27,5655.04172504,8261.347353663066
2018-08-22,6478.99,6906.81,6250,6355.76,11955.65069577,8596.018081852066
2018-08-23,6355.97,6575.99,6344.8,6525.01,4028.43387247,8318.150810017065
2018-08-24,6525.99,6721.09,6445.32,6692.94,6374.54257854,8295.290369430066
2018-08-25,6692.99,6800,6664.25,6732.4,4980.64928331,8242.366076365564
2018-08-26,6732.99,6775.34,6558.95,6700.46,3475.7202496,8050.2699406180645
2018-08-27,6700.13,6944.47,6641.35,6904.51,5863.68824836,7841.484704848565
2018-08-28,6911.7,7125.28,6861.17,7080.94,8222.24765235,7519.169037324566
2018-08-29,7079.46,7124.06,6890,7032.96,5730.97892652,7331.473648402566
2018-08-30,7034.47,7055.97,6792.85,6984.01,6875.26197217,6970.436252564066
2018-08-31,6984.34,7101.03,6879,7017.35,5790.38050638,6919.036525475067
2018-09-01,7015.78,7300.18,7015.22,7185.01,4590.45724112,6790.0647260030655
2018-09-02,7195.8,7334.5,7130.63,7290.31,3297.68658519,6510.115013389566
2018-09-03,7291.94,7340.08,7184,7258.99,2829.87707292,5939.845357926566
2018-09-04,7261.29,7411.85,7231,7361,4531.14780379,5541.347080725566
2018-09-05,7353.48,7387,6650,6679.3,12408.79698551,5806.823871821065
2018-09-06,6671.95,6705.59,6253.29,6493.09,14674.0236716,6208.745975902066
2018-09-07,6488.01,6525,6322,6400,6541.96747088,6361.004233382565
2018-09-08,6401.01,6465.46,6113.23,6178.31,4284.19484304,6418.278409620065
2018-09-09,6178.31,6451.51,6094.38,6236.04,4104.31379555,6310.753059005564
2018-09-10,6238.99,6351.13,6223.9,6301.99,5371.72530672,6296.587238089564
2018-09-11,6303.99,6405,6162.06,6279.99,7076.79725968,6052.644566285064
2018-09-12,6274.6,6350,6192.89,6322.45,4282.14044437,6065.329894880064
2018-09-13,6326.83,6537.46,6324.37,6485.7,6985.34747474,6095.870139690063
2018-09-14,6482.95,6587,6384.36,6476.51,4598.02098322,6076.738724685563
2018-09-15,6476.51,6570.1,6466.74,6520.15,1328.81956289,5969.3936903500635
2018-09-16,6521.49,6524.84,6349.47,6499.98,1098.62806031,5731.140680947564
2018-09-17,6499.28,6530.24,6200,6254.52,4386.88772482,5539.372684571064
2018-09-18,6251.49,6390,6226.63,6332.34,4196.47314808,5462.6473956490645
2018-09-19,6330,6510,6100,6388.4,7232.08338006,5480.488466043564
2018-09-20,6388.4,6535.11,6333.63,6492.98,5177.64510387,5449.851695918064
2018-09-21,6492.98,6775.34,6483.83,6749.45,8569.98587321,5648.828127522564
2018-09-22,6748.85,6826.28,6624.79,6710.01,5491.80951385,5758.5342739555645
2018-09-23,6710.01,6774.91,6659,6702.22,3248.80491931,5779.480666275064
2018-09-24,6703.37,6721.68,6550.96,6581.52,4030.72562001,5754.459557086064
2018-09-25,6578.7,6579.59,6324.96,6428.99,8206.61700477,5544.350558049065
2018-09-26,6428.09,6540,6379.44,6461.51,4295.92674134,5025.445711536064
2018-09-27,6454.32,6736.85,6431.95,6681.62,5664.85211251,4981.589943617563
2018-09-28,6684.5,6792.28,6525.67,6610.76,7642.04936428,5149.4826696795635
2018-09-29,6609.02,6609.02,6454,6579.38,3382.01592212,5113.367776008064
2018-09-30,6574.29,6628.06,6510,6597.81,2482.69507513,4968.916264428563
2018-10-01,6597.79,6638.15,6477.57,6571.2,4753.14698891,4852.733750890064
2018-10-02,6569.32,6597,6447.28,6500,4116.13342419,4844.433399881063
2018-10-03,6500,6510,6396.34,6456.77,4774.76328174,4733.904190231064
2018-10-04,6454.81,6604.89,6450.58,6547.56,3832.70048916,4695.638165528063
2018-10-05,6548.83,6641.35,6510,6582.12,3807.26928181,4819.560651474063
